ORGAO;FORNECEDOR;CNPJ;OBJETO;VALOR;MODALIDADE;CONTRATO;DATA_ASSINATURA;VIGENCIA_DIAS;PROCESSO_ADM;LICITACAO;EVENTO;DATA_PUBLICACAO
SERVIÇO FUNERÁRIO;ALPR ELEVADORES LTDA;10.265.328/0001-93;Contratação de empresa especializada para prestação de serviços técnicos de manutenção preventiva e corretiva, para 01 (um) elevador instalado no Velório do Cemitério Araçá.;12.363,52;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;29/SFMSP/2018;3/6/2020;360;6410.2017/0000255-0;002/SFMSP/2018;EXTRATO DE ADITAMENTO;24/6/2020
FAZENDA;GYN COMERCIO DE PRODUTOS EM T.I. EIRELI;30.426.527/0001-43;Aquisição de suprimentos de informática, tais como HD externo, pen-drive, adaptadores, travas de segurança, cabos HDMI e switch HDMI, conforme especificações constantes no Termo de Referência.;12.324,84;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;14/2020;29/5/2020;360;6017.2020/0009571-9;09/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;19/6/2020
CULTURA;COMERCIAL GETRIX EIRELI;03.488.409/0001-97;Aquisição de equipamentos para atender as necessidades da Coordenação do Sistema Municipal de Bibliotecas - CSMB.;12.149,55;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;060/SMC-G/2019;26/11/2019;10;6025.2019/0003572-6;055-SMC-G-2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;5/2/2020
EMPRESA DE CINEMA E AUDIOVISUAL DE SAO PAULO;TATICCA AUDITORES INDEPENDENTES S.S;20.840.718/0001-01;Prestação de serviços de auditoria contábil independente para acompanhamento trimestral dos procedimentos contábeis do exercício de 2020 e análise, revisão e emissão de relatórios e pareceres sobre as Demonstrações Financeiras dos Exercícios findos em 31/12/2019 e 31/12/2020, conforme especificações do Edital e seus anexos.;12.000,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;35/2020;4/3/2020;;8610.2019/0001228-4;01/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;11/3/2020
INSTITUTO DE PREVIDÊNCIA MUNICIPAL;NCOM LOCADORA DE SISTEMAS LTDA;01.120.555/0001-30;Contratação da Empresa para a prestação de serviços continuados de locação de centrais telefônicas digitais ? PABX TDM/IP, incluindo aparelhos telefônicos digitais, sistema de bilhetagem automática, tarifação, treinamento e assistência técnica ao IPREM;12.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;09/IPREM/2019;10/9/2020;360;6310.2019/0001228-8;6310.2019/0001228-8;EXTRATO DE ADITAMENTO;14/10/2020
SUBPREFEITURA: PENHA;DARDOUR TINTAS COMÉRCIO E SERVIÇOS EIRELI;10.679.547/0001-19;Aquisição de Diversos Materiais para Construção.;11.992,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;Empenho 39438/2020;28/4/2020;20;6048.2020/0001182-4;002/SUB-PE/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;9/5/2020
SUBPREFEITURA: PENHA;Zorg - Telecom Comércio e Serviços de Telecomunica;09.601.195/0001-08;Prestação de Serviços de Instalação e Manutenção Preventiva e Corretiva, de Sistema CFTV (Circuito Fechado de Televisão), com fornecimento de materiais, equipamentos e mão de obra para a Subprefeitura Penha.;11.968,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;005/SUB-PE/2019;10/3/2020;30;6048.2018/0001723-3;026/SUB-PE/2018;EXTRATO DE ADITAMENTO;19/3/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;VALE DIAGNÓSTICOS LTDA - EPP;23.980.789/0001-90;AQUISIÇÃO DE MATERIAL DE LABORATÓRIO;11.894,40;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;568/2019;23/12/2019;360;6210.2019/0005431-9;393/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;7/1/2020
CÂMARA MUNICIPAL;MAM EVENTOS, COMÉRCIO E SERVIÇOS EIRELI ? ME;26.704.711/0001-30;Formação de Ata de Registro de Preços para prestação futura e eventual de serviço de fornecimento de kits lanches;11.840,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;01/2019;10/1/2020;360;535/2018;49/2018;EXTRATO DE ADITAMENTO;16/1/2020
SAÚDE;MBR COMÉRCIO DE MATERIAIS LTDA;20.204.978/0001-82;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE DETERGENTES E CLORO LÍQUIDO;11.800,24;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;018/2020;28/7/2020;360;6018.2020/0020952-3;043/2020-SMS/COVISA;EXTRATO DE ATA DE REGISTRO DE PREÇO;1/8/2020
SAÚDE;ALEX REPARAÇÃO DE MÁQUINAS LTDA.;05.820.499/0001-05;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM CÂMARA FRIA PARA CONSERVAÇÃO DE IMUNOBIOLÓGICOS, COM MÃO-DE-OBRA ESPECIALIZADA, FORNECIMENTO DE INSUMOS, PEÇAS E ACESSÓRIOS PARA O PADI LESTE.;11.700,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;02/2020;12/5/2020;360;6018.2019/0072411-6;02/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;13/5/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;CAPROMED FARMACÊUTICA LTDA - EPP;13.085.369/0001-96;FORNECIMENTO DE MEDICAMENTO DO GRUPO FARMACOLÓGICO PRODUTOS GERMICIDAS;11.650,56;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;207/2020;23/6/2020;360;6210.2020/0001615-0;120/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;3/7/2020
FAZENDA;REPROGRAF COMERCIAL LTDA;08.820.802/0001-50;Contratação de serviços de manutenção mensal, preventiva e corretiva, conserto e conservação, com substituição de peças defeituosas ou gastas pelo uso regular, sem ônus para a CONTRATANTE, em equipamentos de Scanner da Marca Kodak, Modelo DSV 2400 e DSV-E, instalados na Divisão do Cadastro de Contribuintes Mobiliários ? SF/DECAD/DICAM, rua Libero Badaró, 190 - 7º andar - São Paulo - SP e Divisão de Certidões ? SUREM/DEPAC/DIVCE, rua Libero Badaró, 190 - 11º andar - São Paulo - SP.;11.628,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;11/2020;25/5/2020;360;6017.2019/2259291-5;02/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;29/5/2020
CÂMARA MUNICIPAL;DENTAL PRIME ? PRODUTOS ODONTOLÓGICOS MÉDICOS HOSP;21.504.525/0001-34;Formação de Ata de Registro de Preços para aquisição futura e eventual de itens para atendimento odontológico;11.620,42;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;ARP 03/2020;17/2/2020;360;319/2019;48/2019;EXTRATO DE ATA DE REGISTRO DE PREÇO;4/3/2020
AUTARQUIA HOSPITALAR MUNICIPAL;COMÉRCIO E IMPORTAÇÃO ERECTA LTDA;43.420.629/0001-01;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO EM CONSIGNAÇÃO DE MATERIAIS, JÁ PADRONIZADOS, PARA CIRURGIAS DE COLUNA, COM COMODATO DE EQUIPAMENTOS E INSTRUMENTAIS, UMA VEZ QUE OS MESMOS RESTARAM FRACASSADOS NOS PREGÕES ELETRÔNICOS Nº 466/2019 E Nº 089/2020, NA MODALIDADE DE ATA DE (ARP), PARA O PERÍODO DE 12 (DOZE) MESES, A SEREM UTILIZADOS NAS UNIDADES HOSPITALARES PERTENCENTES À AUTARQUIA HOSPITALAR MUNICIPAL.;11.600,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;051/2020;7/8/2020;360;6110.2020/0007236-6;234/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;9/9/2020
SEGURANÇA URBANA;RAFAEL INDÚSTRIA DE CONFECÇÕES LTDA;09.211.871/0001-29;Aquisição de Macacão para Mecânico, na cor azul marinho noturno, para uso do efetivo da Guarda Civil Metropolitana;11.600,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;032/SMSU/2020;23/4/2020;40;6029.2020/0000641-0;008/SMSU/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;13/8/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;RECOZ SERVIÇOS E COMÉRCIO DE EQUIP.LTDA-EPP;39.043.765/0001-44;SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS ELÉTRICOS E MECÂNICOS;11.573,76;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;299/2020;4/9/2020;360;6210.2016/0001988-7;325/2018;EXTRATO DE ADITAMENTO;15/9/2020
DIREITOS HUMANOS E CIDADANIA;RUBY SERVICES TERCEIRIZACAO DE SERVICOS LTDA;54.605.373/0001-15;Contratação de empresa na prestação de serviços continuados de Limpeza e Conservação, abrangendo as categorias de Auxiliar de Limpeza, a serem executados nas dependências dos 52 Conselhos Tutelares.;11.499,48;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;046/SMDHC/2020;10/11/2020;360;6074.2020/0002048-5;023/SMDHC/2020;EXTRATO DE ADITAMENTO;19/12/2020
CÂMARA MUNICIPAL;TRIATIS SERVIÇOS EIRELI.;19.787.927/0001-41;Formação de Ata de Registro de Preços para prestação futura e eventual de serviço de preparo e fornecimento de alimentação, incluindo profissionais para servir bebidas e alimentos, visando o atendimento de diversos eventos institucionais a serem realizados pela Câmara Municipal de São Paulo, em seu edifício sede ? Palácio Anchieta, conforme especificações constantes no Anexo I - Termo de Referência - Especificações Técnicas, parte integrante do Edital.;11.436,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;25/2018;6/3/2020;360;991/2017;02/2018;EXTRATO DE ADITAMENTO;6/3/2020
HABITAÇÃO;PÓS-DADOS COMÉRCIO E SERVIÇOS DE ASSISTÊNCIA TÉC.;57.334.195/0001-23;Contratação de serviços de locação de 7 Nobreaks com suporte.;11.336,15;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;011/2017-SEHAB;17/11/2020;360;6014.2017/0000326-0;005/2017/SEHAB;EXTRATO DE ADITAMENTO;26/11/2020
SUBPREFEITURA: ERMELINO MATARAZZO;LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI;12.039.966/0001-11;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE GERENCIAMENTO DO ABASTECIMENTO DE VEÍCULOS, HIGIENIZAÇÃO COMPLETA E TROCA DE ÓLEO POR MEIO DE CARTÃO DE PAGAMENTO MAGNÉTICO OU MICROPROCESSADO, CONSTANTES DO TERMO DE REFERÊNCIA ? ANEXO I, PARTE INTEGRANTE DESTE EDITAL;11.299,01;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;004/SUB-EM/2020;19/6/2020;360;6036.2018/0001284-8;006/SUB-EM/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;25/7/2020
SEGURANÇA URBANA;HOPEMIX SUPRIMENTOS E SERVIÇOS EPP;15.657.876/0001-82;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS DE ESCRITÓRIO, PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE SEGURANÇA URBANA, SUBPREFEITURA DA CIDADE TIRADENTES E SUBPREFEITURA DO JABAQUARA;11.298,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;ARP - 015/SMSU/2020;5/10/2020;360;6029.2020/0002252-0;041/SMSU/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;24/11/2020
SAÚDE;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0069-24;Contratação de empresa especializada em locação de aparelho de ventilação não invasiva (bilevel pressura airway) ? BIPAP e acessórios;11.220,75;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;005/2018/CRSS;25/5/2020;360;6018.2018/0009282-7;003/2018-CRS/SUL;EXTRATO DE ADITAMENTO;23/6/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;1 NOVA SÃO JOSÉ RESÍDUOS EIRELI - ME;22.770.554/0001-00;CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO DE CAÇAMBA ESTACIONÁRIA, COM CAPACIDADE VOLUMÉTRICA DE 4 METROS CÚBICOS, PARA RETIRADA DE RESÍDUOS DE CONSTRUÇÃO NAS DEPENDÊNCIAS DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;11.200,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;068/2020;31/3/2020;360;6210.2019/0010323-9;041/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;3/4/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;ONCORMED PRODUTOS PARA SAÚDE LTDA;20.088.885/0001-30;FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (CATETER HIGH FLOW PARA EXAMES ANGIOGRÁFICOS e SERINGA INSUFLADORA DE BALÃO COM MANÔMETRO),;11.200,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;417/2020;30/11/2020;360;6210.2020/0005391-8;327/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;10/12/2020
SÃO PAULO TURISMO;WM Serviços Técnicos e Comissionamento Eireli;23.868.882/0001-07;Contratação de empresa, sob o regime de empreitada por preço global, para prestação de serviços de mão de obra para manutenção civil em diversas áreas do Parque Anhembi, incluindo equipes, ferramentas e materiais auxiliares necessários à prestação do serviço, para atendimento à preparação e realização do evento Carnaval 2020, conforme bases, especificações e condições do Edital e seus Anexos.;11.179,91;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;003/20;7/2/2020;55;1005/19;080/19;EXTRATO DE ADITAMENTO;21/2/2020
SAÚDE;C ARAUJO MENDES EDIFICAÇÕES;19.927.082/0001-42;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR OBRAS DE CONSTRUÇÃO DE REDE COLETORA DE ESGOTO DA COORDENADORIA REGIONAL DE SAÚDE NORTE;11.131,21;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;007/2020;11/11/2020;30;6018.2019/0077501-2;011/2020/CRSN;EXTRATO DE ADITAMENTO;18/11/2020
GOVERNO MUNICIPAL;SOMPO SEGUROS S/A;61.383.493/0001-80;Contratação de empresa para emissão de Apólice de Seguro do Edifício Matarazzo contra riscos de incêndio, queda de raio, explosão, danos elétricos, vidros, vendaval e fumaça, impacto de veículos aéreos e terrestres, tumulto e responsabilidade civil, por um período de 12 (doze) meses;11.100,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;013/2019-SGM;19/6/2020;737665;6011.2019/0000333-0;09/2019-SGM;EXTRATO DE ADITAMENTO;20/6/2020
SAÚDE;VETMAX Produtos agropecuários eireli;09.049.833/0001-11;Registro de preços para ração úmida para gatos filhotes;11.084,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;001/2020/COVISA.G;10/1/2020;360;6018.2019/0078269-8;118/2019;EXTRATO DE ATA DE REGISTRO DE PREÇO;15/1/2020
GOVERNO MUNICIPAL;ECOVALLE LAGOS ORNAMENTAIS & AQUARISMO EIRELI;08.287.764/0001-11;Contratação de Empresa Especializada na Prestação de Serviço de Manutenção Específica e Periódica, no Espelho D'agua do Jardim Suspenso no 14º andar do Edifício Matarazzo, conforme especificações e quantidades contidas no Anexo I - Termo de Referência do Edital.;10.800,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;6011.2019/0002939-8;4/5/2020;737665;6011.2019/0002939-8;04/2020-SGM;EXTRATO DE CONTRATO / NOTA DE EMPENHO;6/5/2020
SUBPREFEITURA: IPIRANGA;ALLNET TELECOMUNICAÇÕES E INFORMÁTICA LTDA;01.227.675/0001-30;Contratação de Empresa para Prestação de Serviços de Locação de um sistema de PABX, com DDR, serviço de instalação, gerenciamento e manutenção preventiva e corretiva, para Sede da Subprefeitura Ipiranga. Período ? 12 meses, conforme especificações constantes do Anexo II deste Edital.;10.798,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;004/SUB-IP/2019;20/3/2019;360;6039.2018/0000510-4;001/SUB-IP/2019;EXTRATO DE ADITAMENTO;2/4/2020
SAÚDE;GOLD CARE COMERCIO DE MATERIAIS CIRURGICOS E HOSPI;26.685.436/0001-55;AQUISIÇÃO DE TESOURAS CIRÚRGICAS;10.794,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;027/2020-HMEC;24/12/2020;31;6018.2020/0034768-3;100/2020-HMEC;EXTRATO DE CONTRATO / NOTA DE EMPENHO;30/12/2020
ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL;EMPRESA BRASILEIRA DE MEDIÇÕES E OBRAS LTDA;20.938.008/0001-00;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE CABINES PRIMÁRIAS, COM FORNECIMENTO DE PEÇAS ATÉ O LIMITE PREVISTO NO ITEM 6.2.4 DO TERMO DE REFERÊNCIA, DE FORMA A ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL (SMADS) DA PREFEITURA DO MUNICÍPIO DE SÃO PAULO (PMSP), CONFORME ESPECIFICAÇÕES E CONDIÇÕES CONSTANTES DO TERMO DE REFERÊNCIA ? ANEXO I DO EDITAL.;10.780,19;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;04/SMADS/2017;6/4/2020;360;6024.2016/0000003-4;63/SMADS/2016;EXTRATO DE ADITAMENTO;2/6/2020
SAÚDE;NOROESTE COMERCIAL DE SUPRIMENTOS LTDA EPP;01.148.472/0001-59;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE VACINAS, TESTES E KITS RÁPIDOS, DE USO VETERINÁRIO;10.728,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;028/2020/COVISA;11/11/2020;365;6018.2020/0035331-4;056/2020-SMS/COVISA;EXTRATO DE ATA DE REGISTRO DE PREÇO;24/11/2020
SEGURANÇA URBANA;TELEFÔNICA BRASIL S/A;02.558.157/0001-62;Contratação de empresa para prestação de serviço móvel pessoal ? SMP, com o fornecimento de 47 (quarenta e sete) SIM CARD?s  (Chip´s) em regime de comodato, para operação de transmissão de dados, de acordo com as normas e regulamentos expedidos pela Agência Nacional de Telecomunicações ? ANATEL, destinados a Secretaria Municipal de Segurança Urbana (SMSU) a serem utilizados em Tablets da COMDEC;10.716,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;ETC008/SMSU/2020;3/4/2020;360;6029.2019/0006334-9;037/SMSU/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;4/4/2020
SAÚDE;HIROMED PRODUTOS HOSPITALARES EIRELI - EPP;26.476.191/0001-56;Registro de preços para o fornecimento de MATERIAL DE LABORATÓRIO - FIXADOR DE LAMINAS, LÂMINULAS PARA MICROSCOPIA, TUBO DE ENSAIO POLICRISTAL, COLETOR NÃO ESTÉRIL 80 ML.;10.710,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;154/2020-SMS.G;22/4/2020;365;6018.2019/0077794-5;010/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;8/5/2020
SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;CLARO S.A;40.432.544/0001-47;PRESTAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL (DADOS) SOMENTE MICRO SIM CARDS (CHIPS) SEM A DISPONIBILIZAÇÃO DE TERMINAIS MÓVEIS OU MODEM;10.595,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;24/SMSUB/COGEL/2019;11/6/2020;360;6012.2019/0000978-3;13/SMSUB/COGEL/2019;EXTRATO DE ADITAMENTO;23/6/2020
SUBPREFEITURA: FREGUESIA-BRASILÂNDIA;Gamboa Seg.Vig.Patrimonial Eirelli - Ltda;08.930.462/0001-10;OBJETO: Prestação de serviços de VIGILÂNCIA/SEGURANÇA PATRIMONIAL.;10.574,01;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;1º Termo de Apostila;3/3/2020;360;6037.2018/0000484-0;19/SUB-FB/2018;EXTRATO DE ADITAMENTO;7/3/2020
FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA;SEG MAQ Comércio e Serviços Ltda-Me;63.056.592/0001-83;Contratação de empresa especializada em serviços de manutenção corretiva e preventiva e sanitização de bebedouros para a EMEPSPPM e CFCCT;10.560,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;07/FPETC/2019;15/7/2020;360;8110.2018/0000448-6;8110.2018/0000448-6;EXTRATO DE ADITAMENTO;17/7/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;CUIDA PRODUTOS PARA SAÚDE EIRELI;31.997.707/0001-48;FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (ATADURA ELÁSTICA, ATADURA CREPE, FAIXA ESMARCH, MALHA TUBULAR E SERRA GIGLI);10.400,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;197/2020;22/6/2020;360;6210.2019/0009983-5;096/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;2/7/2020
SEGURANÇA URBANA;DIGITAL INFORMATICA E LOCAÇÕES EIRELLI;11.901.111/0001-95; aquisição de computadores (Servidores e Notebooks);10.400,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;ETC - 095/SMSU/2020;21/12/2020;60;6029.2020/0002400-0;096/SMSU/2020;EXTRATO DE ADITAMENTO;22/12/2020
SAÚDE;ABSOLUTA SAÚDE IMPORTAÇÃO E EXPORTAÇÃO E COMÉRCIO;30.082.076/0001-74;Registro de preços para fornecimento de MATERIAL ODONTOLÓGICO: LIMAS ENDODÔNTICAS DIVERSAS.;10.338,48;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;093/2020-SMS.G;18/3/2020;365;6018.2019/0078920-0;021/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;9/4/2020
SEGURANÇA URBANA;MIGUEL HERNANDEZ INDÚSTRIA E COMÉRCIO DE EQUIPAMEN;32.216.668/0001-67;?Aquisição de peças de uniformes para o efetivo especializado da SAE - Superintendência de Ações Ambientais e especializadas da Guarda Civil Metropolitana?;10.230,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;ETC - 023/SMSU/2020;10/6/2020;30;6029.2020/0001272-0;023/SMSU/2020;EXTRATO DE ADITAMENTO;1/7/2020
SAÚDE;GUSTAVO AUGUSTO YOSHIDA EPP;07.429.534/0001-87;Registro de preços para o fornecimento de MATERIAL DE LABORATÓRIO - TIRA DE URINA - UREASE - DEXTROSE.;10.200,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;417/2020-SMS.G;9/10/2020;3650;6018.2020/0027566-6;220/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;17/11/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;VALE DIAGNÓSTICOS LTDA - EPP;23.980.789/0001-90;FORNECIMENTO DE MATERIAL DE LABORATÓRIO;10.166,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;143/2020;13/5/2020;360;6210.2019/0009903-7;079/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;16/5/2020
SEGURANÇA URBANA;BJP COMÉRCIO EIRELI;23.189.355/0001-76;?Aquisição de EPI?s (Equipamentos de Proteção Individual) ? CAPACETES E JOELHEIRAS PARA MOTOCICLISTAS?.;10.120,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;052/SMSU/2020;7/10/2020;360;6029.2020/0011012-8;058/SMSU/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;17/10/2020
SEGURANÇA URBANA;DESENTUPIDORA 3R LTDA;04.246.071/0001-20;"?Contratação de empresa especializada nos serviços de desentupimento de redes de esgoto e sucção de resíduos de fossa séptica?, nas unidades da GCM, da Secretaria Municipal de Segurança Urbana"".";10.097,41;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;ETC 081/SMSU/2020;24/11/2020;60;6029.2019/0005123-5;093/SMSU/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;3/12/2020
SAÚDE;KIMENZ EQUIPAMENTOS LTDA.-EPP;72.791.445/0001-48;Contratação de empresa especializada em prestação de serviços de manutenção preventiva e corretiva em equipamentos odontológicos, de diversas marcas e modelos, com fornecimentos de peças, para as Unidades pertencentes à Coordenadoria Regional de Saúde SUL, conforme descrito no ANEXO I.;10.085,25;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2015 CRS-SUL;13/4/2020;360;2014-0.231.354-0;020/2014-CRS/SUL;EXTRATO DE ADITAMENTO;25/4/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;WMC TEC.EM SAÚDE IMPORTAÇÃO E EXPORTAÇÃO LTDA-ME;17.733.261/0001-13;AQUISIÇÃO DE DIETAS ENTERAIS.;10.080,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;074/2020;31/3/2020;360;6210.2019/0000557-1;143/2019;EXTRATO DE ADITAMENTO;3/4/2020
SAÚDE;PABLO PEIXOTO DOS SANTOS ME;06.092.927/0001-85;Registro de preços para o fornecimento de MEDICAMENTOS MANIPULADOS I.;10.066,20;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;288/2020-SMS.G;16/7/2020;365;6018.2020/0019093-8;219/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;5/8/2020
AUTARQUIA HOSPITALAR MUNICIPAL;SIE SERVIÇOS, CURSOS E COM DE PEÇAS IND LTDA ME;11.383.621/0001-18;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE OPERAÇÃO E MANUTENÇÃO PREVENTIVA E CORRETIVA EM CALDEIRAS GERADORAS DE VAPOR SATURADO,AQUECEDORES DE ÁGUA, E EQUIPAMENTOS DO SISTEMA DE CALDEIRAS, SEM FORNECIMENTO DE PEÇAS, PARA AS UNIDADES À AUTARQUIA HOSPITALAR MUNICIPAL.;10.025,54;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;064/2016 TA 001/2020;1/7/2020;360;6110.2016/0001171-8;130/2016;EXTRATO DE ADITAMENTO;6/6/2020
